SL No.,State/UT Name,District Name,Mine Name,Coal/ Lignite Production (MT) (2019-2020),Coal Mine Owner Name,Coal/Lignite,Govt Owned/Private,Type of Mine (OC/UG/Mixed),Latitude ,Longitude ,Source,Accuracy (exact vs approximate),
379,Orissa,Sambalpur,Talabira III,0.00001,NLC Ltd,Coal,G,OC,21.7372,83.9921,"Google Maps: https://www.google.ca/maps/place/Talabira+Mines/@21.7330794,83.9869377,693m/data=!3m1!1e3!4m5!3m4!1s0x3a211e3ceb1523bf:0xf261249e8da28f9!8m2!3d21.73439!4d83.991712",Approximate: coordinates of general Talabira mines area,
380,Orissa,Sambalpur,Talabira I (CAPTIVE),0.27,GMR Group,Coal,P,OC,21.7299,83.9958,"Environment Clearance, Form for seeking prior approval under section 2 of the proposals by the State Govt. and other authorities: http://forestsclearance.nic.in/writereaddata/UploadFormA/411231255121318891998VOL1fcformA.pdf",Exact,
381,Assam,Tinsukia,Tipong,0,NEC,Coal,G,UG,27.3039,95.8556,Mining Proposal for Introduction of New Mining Technology at Tipong Mine of NEC: https://ec.europa.eu/dgs/energy/tenders/doc/2013/2013s_089_150442__annex6.pdf,Exact,
382,Assam,Tinsukia,Tirap,0.45,NEC,Coal,G,OC,27.2924,95.7904,"Tirap OCP Environment Clearance, Form 1: http://environmentclearance.nic.in/auth/FORM_A_PDF.aspx?cat_id=IA/AS/CMIN/81278/2018&pid=New",Exact,
383,Assam,Tinsukia,Tikak,0.07,NEC,Coal,G,OC,27.2836,95.7334,"Google Maps: https://www.google.ca/maps/place/Tikak+Colliery/@27.2836947,95.7312668,663m/data=!3m2!1e3!4b1!4m5!3m4!1s0x373ed879112b9ad1:0xe83259a395d6da6d!8m2!3d27.2836899!4d95.7334555",Exact,
384,Tamil Nadu,Cuddalore,Mine I & Expansion ,7.98,NLC Ltd,Lignite,G,OC,11.5709,79.50805,"https://www.google.com/maps/search/Mine+I+A+%2B+Neyveli+Lignite+corporation/@11.5681014,79.49547,3845m/data=!3m1!1e3",Exact,
385,Tamil Nadu,Cuddalore,Mine I A,2.97,NLC Ltd,Lignite,G,OC,11.57352,79.51781,"https://www.google.com/maps/place/Neyveli+Lignite+Mine+-+IA/@11.5722993,79.4908181,9079m/data=!3m1!1e3!4m8!1m2!2m1!1sMine+IA+%2B+Neyveli+Lignite+corporation!3m4!1s0x3a54b6f01d9e16fd:0x9809f14b87246d3!8m2!3d11.5722993!4d79.5041322",Exact,
386,Tamil Nadu,Cuddalore,Mine II & Expansion ,12.51,NLC Ltd,Lignite,G,OC,11.520268,79.475537,"https://www.google.com/maps/place/MINE-II,+NLC+INDIA+LIMITED/@11.5208119,79.4738246,17z/data=!3m1!4b1!4m5!3m4!1s0x3a54b60315d8da8b:0xd97c66ae9e9593df!8m2!3d11.5208119!4d79.4760133",Exact,
387,Gujarat,Surat,Tadkeshwar Lignite Mine (CAPTIVE),1.27,GMDCL,Lignite,SG,OC,21.3403,73.0847,https://www.gmdcltd.com/en/minerals-n-mines/lignite/tadkeshwar,Exact,
388,Gujarat,Surat,Vastan Lignite (CAPTIVE),0.28,GIPCL,Lignite,SG,OC,21.3825,73.0906,"http://www.gipcl.com/vastan-lignite-mine.htm#:~:text=Vastan%20Limestone%20Mine%20lies%20between,Mangrol%20Taluka%20of%20Surat%20District.",Exact,
389,Gujarat,Surat,Mangrol-Valia Lignite Mine (CAPTIVE),3.06,GIPCL,Lignite,SG,OC,21.4167,73.1,http://www.gipcl.com/mangrol-valia-lignite-mine.htm,Exact,
390,Gujarat,Bharuch,Rajpardi Lignite Mine (Amod G - 19 Extension Lignite Mine) (CAPTIVE),0.92,GMDCL,Lignite,SG,OC,21.7033,73.2172,https://www.gmdcltd.com/en/minerals-n-mines/lignite/rajpardi,Exact,
391,Gujarat,Kutch,Panandhro Lignite Mine (CAPTIVE),0.71,GMDCL,Lignite,SG,OC,23.6961,68.7860,"Google Maps: https://www.google.com/maps/place/Panandhro+Lignite+Mine,+Gujarat,+India/@23.6640891,65.7714441,1224651m/data=!3m1!1e3!4m13!1m7!3m6!1s0x395223a1062bced7:0xe4d982d37b7b9864!2sPanandhro-Fulra+Hwy,+Gujarat,+India!3b1!8m2!3d23.6998868!4d68.7642297!3m4!1s0x39522397febf0a7d:0xc45260c05f4714ab!8m2!3d23.6940488!4d68.7781048",Exact,
392,Gujarat,Kutch,Mata No Madh Lignite Mine (CAPTIVE),2.85,GMDCL,Lignite,SG,OC,23.2900,68.5900,https://www.gmdcltd.com/en/minerals-n-mines/lignite/mata-no-math,Exact,
393,Gujarat,Kutch,Umarsar Lignite Mine (CAPTIVE),1.36,GMDCL,Lignite,SG,OC,23.4200,68.5300,https://www.gmdcltd.com/en/minerals-n-mines/lignite/umarsar,Exact,
394,Gujarat,Bhavnagar,Bhavnagar Lignite Mine (Surkha (North) Lignite Mine) (CAPTIVE),0.55,GMDCL,Lignite,SG,OC,21.2643,72.163,https://www.gmdcltd.com/en/minerals-n-mines/lignite/bhavnagar,Exact,
395,Gujarat,Bhavnagar,KHADSALIYA LIGNITE MINE (CAPTIVE),0.06,GHCL Limited,Lignite,P,OC,21.6259,72.2397,"Google Maps: https://www.google.com/maps/search/Lignite+Bhavnagar,+Gujarat,+India/@21.6955223,72.1172129,22170m/data=!3m2!1e3!4b1",Exact,
396,Rajasthan,Barmer,Kapurdi Lignite Block (CAPTIVE),4.5,BLMCL,Lignite,SG,OC,25.056,71.02122,http://environmentclearance.nic.in/writereaddata/Form-1A/TOR/022120141Kapurdi_Expansion_ToR.pdf,Exact,
397,Rajasthan,Barmer,Jalipa Lignite Block (CAPTIVE),0.91,BLMCL,Lignite,SG,OC,25.5138,71.2436,http://blmcl.in/pdf/Tenders/Annexures%20to%20Amendment%201.pdf,Exact,
398,Rajasthan,Barmer,Giral mine (CAPTIVE),0.19,RSMML,Lignite,SG,OC,26.0124,71.1347,http://environmentclearance.nic.in/writereaddata/modification/PreviousTOR/280320182CA7KANJECGIRAL.pdf,Exact,
399,Rajasthan,Nagaur,Sonari (CAPTIVE),0.29,RSMML,Lignite,SG,OC,25.5709,71.1542,http://environmentclearance.nic.in/writereaddata/Online/TOR/01_Oct_2018_170651830WVPBTL1CAnnexure-Briefsummaryofproject.pdf,Exact,
400,Rajasthan,Nagaur,MATASUKH & KASNAU (CAPTIVE),0.29,RSMML,Lignite,SG,OC,27.0300,74.0240,https://www.rsmm.com/filesrsmm/proj-233201516.pdf,Exact,
401,Rajasthan,Bikaner,Gurha East Lignite Mine (CAPTIVE),0.67,VS Lignite Power Private Limited,Lignite,P,OC,27.52314,72.51259,http://www.ksk.co.in/env/envi-compliance-oct-2011-mar-2012-vslp-mine.pdf,Exact,
402,Rajasthan,Bikaner,Barsingsar Mine,1.35,NLC Ltd,Lignite,SG,OC,27.4859,73.112,http://www.environmentclearance.nic.in/writereaddata/Form_345678/Form_4/5111512301215SNGWUPFR.pdf,Exact,
403,Telangana ,Karimnagar,Tadicherla  (CAPTIVE),1.673,TSPGCL,Coal,SG,OC,18.61625,79.72295,Indiamapia: https://indiamapia.com/Karimnagar/Tadicherla.html,Exact,
404,Telangana ,Bhadradri Kothagudem,GK OC,3.995176,SCCL,Coal,SG,OC,17.2615,80.3738,http://environmentclearance.nic.in/writereaddata/Online/TOR/10_Apr_2018_2249510606765NLTAPFRGKOCANX6.pdf,Exact,
405,Telangana ,Bhadradri Kothagudem,JVR OC-II,4.828857,SCCL,Coal,SG,OC,17.095459,80.454338,"Public hearing https://tspcb.cgg.gov.in/publichearings/SCCL%20Jalagam%20Vengala%20Rao%20Opencast%20Mine%20(I%20and%20II%20Expansion),%20Khammam-EXE%20SUM%20ENG.pdf",Approx,
406,Telangana ,Bhadradri Kothagudem,JVR OC,3.813674,SCCL,Coal,SG,OC,17.1301,80.492,"Public hearing https://tspcb.cgg.gov.in/publichearings/SCCL%20Jalagam%20Vengala%20Rao%20Opencast%20Mine%20(I%20and%20II%20Expansion),%20Khammam-EXE%20SUM%20ENG.pdf",Approx,
407,Telangana ,Bhadradri Kothagudem,KISTARAM OC,0.192418,SCCL,Coal,SG,OC,17.2265,80.7865,Pre-feasibility Report of Kistaram Opencast Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/0_0_02_Jul_2014_1514126701PFR.pdf,Exact,
408,Telangana ,Bhadradri Kothagudem,KOYAGUDEM OC-II,3.5,SCCL,Coal,SG,OC,17.6258,80.4845,"Google Maps: https://www.google.ca/maps/place/Koyagudem+Open+Cast+Project+Office/@17.6257944,80.4822817,711m/data=!3m2!1e3!4b1!4m5!3m4!1s0x3a3413d74b32f4b5:0xf3d0f8b97b2c6dad!8m2!3d17.6257889!4d80.4844719",Exact,
409,Telangana ,Bhadradri Kothagudem,JK-5 OC,3.376755,SCCL,Coal,SG,OC,17.5783,80.3225,Pre Feasibility Report of Jawahar Khani - 5 Opencast Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/12_Apr_2018_185832493EFSX0Q2Ffinaljk-5ocpfr.pdf,Exact,
410,Telangana ,Bhadradri Kothagudem,KOYAGUDEM OC-III,0,SCCL,Coal,SG,OC,17.6265,80.4926,"Environment Clearance, Brief Summary of Koyagudem Opencast - III Project: http://environmentclearance.nic.in/DownloadPfdFile.aspx?FileName=9OkF1OAB/Mjw7P5/kJbDD2TKe+qBZ1OSAlVQ0GNlR6Ma8kYO/lptH59KslZD87YDDqyUpWdvYCOzdfd2lnTZXTJfFzFBplizDQZ7f+1E8oZKS97byM6wNOFn5wFyftVnYHCiPmOyo9PPRhyRcAUV6pBrLbthVKutPgIz+S2AmQg=&FilePath=93ZZBm8LWEXfg+HAlQix2fE2t8z/pgnoBhDlYdZCxzXmG8GlihX6H9UP1HygCn3pCkAF2zPFXFQNqA4krKa1Aw==",Exact,
411,Telangana ,Bhadradri Kothagudem,PK - OC-2,5.021738,SCCL,Coal,SG,OC,17.9406,80.772,"Google Maps: https://www.google.ca/maps/place/PK+OC2+MANUGURU/@17.9405886,80.7709121,355m/data=!3m1!1e3!4m5!3m4!1s0x3a33fdcead804439:0xea6e70745520e435!8m2!3d17.9405835!4d80.7720064",Exact,
412,Telangana ,Bhadradri Kothagudem,PK OC-4,2.980751,SCCL,Coal,SG,OC,17.9391,80.7784,"Google Maps: https://www.google.ca/maps/place/project+Office,+prakasam+khani+open+cast./@17.9428342,80.7631658,2837m/data=!3m1!1e3!4m12!1m6!3m5!1s0x3a33fdcead804439:0xea6e70745520e435!2sPK+OC2+MANUGURU!8m2!3d17.9405835!4d80.7720064!3m4!1s0x3a33fdc5bd3cadc3:0x9990b6e70ecea738!8m2!3d17.9389497!4d80.778375",Approximate: coordinates of Prakasam Khani OC Mines project office,
413,Telangana ,Bhadradri Kothagudem,MNG OC,1.8,SCCL,Coal,SG,OC,17.976,80.8346,"Environment Clearance, Pre-Feasibility Report of Manuguru Opencast Mine: http://environmentclearance.nic.in/writereaddata/EC/29092019LYQFS8DPPFRTEXT.pdf",Exact,
414,Telangana ,Bhadradri Kothagudem,PVK-5,0.210019,SCCL,Coal,SG,UG,17.4983,80.6706,Brief Summary of Padmavathi Khani No.5 (PVK.No.5. Incline) Incline Underground Coal Mining Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/31_Aug_2018_124810787CFH71U9WAnnexureIIIBrief-Summary.pdf,Exact,
415,Telangana ,Bhadradri Kothagudem,VK 7 INC,0.416341,SCCL,Coal,SG,UG,17.4793,80.6792,Pre-feasibility Report Venkatesh Khani No-7 Incline (VK-7 Incline): http://environmentclearance.nic.in/writereaddata/Online/TOR/06_Jun_2017_1224037378YPECHPBAnnexureVI-PFR.pdf,Exact,
416,Telangana ,Bhadradri Kothagudem,21 INC,0.000972,SCCL,Coal,SG,UG,17.5949,80.2244,"Half-Yearly Compliance Report of Environmental Clearance Conditions, 21 Incline Underground Coal Mine: http://environmentclearance.nic.in/writereaddata/Compliance/23_May_2019_11224713759HUQT0QSingarenicollieries930-2007sep18.pdf",Exact,
417,Telangana ,Bhadradri Kothagudem,KONDAPURAM,0.019911,SCCL,Coal,SG,UG,17.9481,80.75,"Environment Clearance, Brief Summary of Kondapuram UG Mine: http://environmentclearance.nic.in/writereaddata/Online/TOR/25_Sep_2018_174336137W5MDXV1GAnnexure-III-BriefSummary.pdf",Exact,
418,Telangana ,Jayashankar Bhoopalpally,KTK 1-1A,0.338534,SCCL,Coal,SG,OC,18.461,79.8605,"Google Maps: https://www.google.ca/maps/place/Kakatiya+Khani+Opencast+Mine,+Bhupalpalli,+Jangedu,+Telangana+506169,+India/@18.4613526,79.8507356,15z/data=!3m1!4b1!4m5!3m4!1s0x3a331c69cbe98c51:0x9d3a6a31abe50d65!8m2!3d18.4607624!4d79.8604831",Approximate: general coordinates of Kakatiya Khani Opencast Mine area,
419,Telangana ,Jayashankar Bhoopalpally,KTK 5 INC,0.335209,SCCL,Coal,SG,OC,18.5126,79.7622,"Half-Yearly Compliance Report of Environmental Clearance, Kakatiya Khani-5 Incline: http://environmentclearance.nic.in/writereaddata/Compliance/19_Dec_2017_1634413303KB0QMUSKTK5inc.pdf",Exact,
420,Telangana ,Jayashankar Bhoopalpally,KTK-6 INC,0.191889,SCCL,Coal,SG,OC,18.4623,79.859,"Google Maps: https://www.google.ca/maps/place/Kakatiya+Khani+Opencast+Mine,+Bhupalpalli,+Jangedu,+Telangana+506169,+India/@18.4613526,79.8507356,15z/data=!3m1!4b1!4m5!3m4!1s0x3a331c69cbe98c51:0x9d3a6a31abe50d65!8m2!3d18.4607624!4d79.8604831",Approximate: general coordinates of Kakatiya Khani Opencast Mine area,
421,Telangana ,Jayashankar Bhoopalpally,KTK OC-II,1.269485,SCCL,Coal,SG,OC,18.4568,79.8572,Amendment to Earlier Environmental Clearance Conditions in respect of the Kakatiya Khani Opencast - 2 Project: http://environmentclearance.nic.in/writereaddata/modification/previousTOR/101020188GOEWJ1ZUpdatedForm-I.pdf,Exact,
422,Telangana ,Jayashankar Bhoopalpally,KTK 8&8A,0.278343,SCCL,Coal,SG,OC,18.4639,79.8611,"Google Maps: https://www.google.ca/maps/place/Kakatiya+Khani+Opencast+Mine,+Bhupalpalli,+Jangedu,+Telangana+506169,+India/@18.4613526,79.8507356,15z/data=!3m1!4b1!4m5!3m4!1s0x3a331c69cbe98c51:0x9d3a6a31abe50d65!8m2!3d18.4607624!4d79.8604831",Approximate: general coordinates of Kakatiya Khani Opencast Mine area,
423,Telangana ,Jayashankar Bhoopalpally,KTK OC- III,0,SCCL,Coal,SG,OC,18.355,79.9017,Pre-feasibility Report of Kakatiya Khani OC-III Project: http://www.environmentclearance.nic.in/writereaddata/Online/TOR/10_May_2018_22493010795V2F8ZJPreFeasibilityReport(PFR)ofKakatiyaKhaniOCIIIProjectComplete.pdf,Exact,
424,Telangana ,Komaram Bheem,KHAIRAGURA OCP,2.602655,SCCL,Coal,SG,OC,19.2458,79.2854,"Half-Yearly Compliance Report of Environmental Clearance Conditions, Khairagura Opencast Expansion Coal Mine Project: http://environmentclearance.nic.in/writereaddata/Compliance/08_Jun_2016_123236247Y62EBJGWHYMRKHGOCPMAR-2015.pdf",Exact,
425,Telangana ,Komaram Bheem,BPA.OC-2-EXTN,0.406065,SCCL,Coal,SG,OC,19.2125,79.3547,Pre-feasibility Report of BPA Opencast-II Expansion Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/09_May_2017_122637400XWM2LNTFPFR.pdf,Exact,
426,Telangana ,Komaram Bheem,DORLI OCP-I,0.018178,SCCL,Coal,SG,OC,19.2785,79.2174,Brief Summary of Dorli OC-I Expansion Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/10_Jul_2017_113401550R5IKZYB2AnnexureIII-BriefSummary.pdf,Exact,
427,Telangana ,Mancherial,RK OCP-I,1.969656,SCCL,Coal,SG,OC,18.92721975,79.4894936,"Google Maps: https://www.google.com/maps/search/RK+OCP-I++Mancherial+district/@18.9270474,79.4870335,896m/data=!3m2!1e3!4b1",Exact,
428,Telangana ,Mancherial,KK OC,1.750009,SCCL,Coal,SG,OC,19.01,79.4651,"Google Maps: https://www.google.ca/maps/place/Kk+ocp+.%E0%B0%95%E0%B0%B3%E0%B1%8D%E0%B0%AF%E0%B0%BE%E0%B0%A3%E0%B0%BF%E0%B0%96%E0%B0%A8%E0%B0%BF+%E0%B0%93%E0%B0%AA%E0%B1%86%E0%B0%A8%E0%B1%8D+%E0%B0%95%E0%B0%BE%E0%B0%B8%E0%B1%8D%E0%B0%9F%E0%B1%8D/@19.0098317,79.4563913,15z/data=!4m5!3m4!1s0x3a32b3382f19f2c5:0x36ef01e855b0a9ed!8m2!3d19.0098267!4d79.4651503",Exact,
429,Telangana ,Mancherial,SRP OC-II,2.969306,SCCL,Coal,SG,OC,18.8278,79.5042,Pre-feasibility Report of Srirampur Opencast-II Expansion Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/12_Dec_2017_1227364101OEPW0QYPFRSRPOCIIEXP.pdf,Exact,
430,Telangana ,Mancherial,IK OC,0,SCCL,Coal,SG,OC,18.8208,79.4917,"Half-Yearly Compliance Report of Environmental Clearance Conditions, Indaram Opencast Coal Mine Project: https://scclmines.com/env/docs/ECS/340011.pdf",Exact,
431,Telangana ,Mancherial,KASIPET2,0.042699,SCCL,Coal,SG,UG,19.0571,79.422,"Google Maps: https://www.google.ca/maps/place/KASIPT+2+MINE/@19.0570361,79.4187954,1404m/data=!3m1!1e3!4m5!3m4!1s0x3a32b36d7781f54f:0xd3f65048a3b5d124!8m2!3d19.0570526!4d79.4221079",Approximate,
432,Telangana ,Mancherial,RK 5 INC,0.320156,SCCL,Coal,SG,UG,18.8894,79.5081,"Half-Yearly Compliance Report of Environmental Clearance Conditions, Ravindra Khani - 5 (RK-5) Incline Expansion Project: http://environmentclearance.nic.in/writereaddata/Compliance/30_Jun_2016_121843660VE3LU8D6HYMRRK-5Mar,2016.pdf",Exact,
433,Telangana ,Mancherial,RK 6 INC,0.342369,SCCL,Coal,SG,UG,18.8724,79.5174,"Half-Yearly Compliance Report of Environmental Clearance Conditions, Ravindrakhani – 6 (RK-6) Incline: https://scclmines.com/env/docs/ECS/340031.pdf",Exact,
434,Telangana ,Mancherial,RK 7 INC,0.401343,SCCL,Coal,SG,UG,18.8717,79.5289,"Half-Yearly Compliance Report of Environmental Clearance Conditions, Ravindra Khani -7 (RK-7) Incline Coal Mine: https://scclmines.com/env/docs/ECS/340041.pdf",Exact,
435,Telangana ,Mancherial,RK 8 INC,0.130816,SCCL,Coal,SG,UG,18.8958,79.4917,Pre-feasibility Report of Ravindra Khani No.8 Incline (RK-8 Incline): http://environmentclearance.nic.in/writereaddata/Online/TOR/13_May_2017_160731040P1RQ0QOTPFR.pdf,Exact,
436,Telangana ,Mancherial,RK - NT,0.400378,SCCL,Coal,SG,UG,18.8564,79.5325,Pre-feasibility Report of Ravindra Khani-New Tech (RK-NT) Incline: http://environmentclearance.nic.in/writereaddata/Online/TOR/30_Aug_2018_17484333338FCVZBRPreFRofRkNT.pdf.pdf,Exact,
437,Telangana ,Mancherial,SRP 1 INC,0.161502,SCCL,Coal,SG,UG,18.8576,79.4994,"Google Maps: https://www.google.ca/maps/place/SRP-1+INCLINE/@18.8575708,79.4972158,706m/data=!3m2!1e3!4b1!4m5!3m4!1s0x3a32c9bb9c56de3f:0xb95fcce8ea9e5921!8m2!3d18.8575657!4d79.4994045",Exact,
438,Telangana ,Mancherial,SRP 3&3A INC,0.283302,SCCL,Coal,SG,UG,18.8596,79.5012,"Google Maps: https://www.google.ca/maps/place/SRP-1+INCLINE/@18.8597058,79.4984134,704m/data=!3m1!1e3!4m6!3m5!1s0x3a32c9bb9c56de3f:0xb95fcce8ea9e5921!4b1!8m2!3d18.8575657!4d79.4994045",Exact,
439,Telangana ,Mancherial,IK 1A INC,0.225118,SCCL,Coal,SG,UG,18.8063,79.5208,Pre-Feasibility Report of Indaram OCP & IK 1A Incline UG mine: http://environmentclearance.nic.in/writereaddata/Online/TOR/11_Sep_2017_1251232901S1WAO81IOC&IK1AInc-PFR.pdf,Approximate: coordinates of Indaram OCP & IK 1A INC area,
440,Telangana ,Mancherial,ALP,2.060188,SCCL,Coal,SG,UG,18.6648,79.579,"Google Maps: https://www.google.ca/maps/place/Adriyala+Longwall+Project/@18.6648086,79.5768285,17z/data=!3m1!4b1!4m5!3m4!1s0x3a32da8b8e8e1f39:0x173d8b60d2b8c240!8m2!3d18.6648035!4d79.5790172",Exact,
441,Telangana ,Mancherial,SK,0.091051,SCCL,Coal,SG,UG,19.0508,79.5333,Brief Summary of Shantikhani Extension Block: http://environmentclearance.nic.in/writereaddata/Online/TOR/30_Aug_2018_123247873IBSHM0QEAnnexure-III-BriefSummary.pdf,Exact,
442,Telangana ,Mancherial,KK 1 INC,0.130566,SCCL,Coal,SG,UG,18.9915,79.4796,"Half Yearly Compliance Report of Environmental Clearance Conditions, Kalyan Khani-1 (KK-1) Incline UG Coal Mine: http://environmentclearance.nic.in/writereaddata/Compliance/11_747.pdf",Exact,
443,Telangana ,Mancherial,KK 5 INC,0.14425,SCCL,Coal,SG,UG,18.8278,79.4833,Brief Summary of Kalyan Khani- 5 (KK-5) Incline Underground Coal Mine Expansion Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/11_Apr_2018_174926870LEM5Y30QAnnexureIIIBriefSummaryKK5.pdf,Exact,
444,Telangana ,Mancherial,KASIPET,0.172991,SCCL,Coal,SG,UG,19.0203,79.4397,"Half Yearly Compliance Report of Environmental Clearance Conditions, Kasipet Underground Coal Mine: http://environmentclearance.nic.in/writereaddata/Compliance/22_Aug_2019_1304416603DBTOJ9ASingareni168-2006Mar19.pdf",Exact,
445,Telangana ,Mancherial,RK 1A INC,0.115257,SCCL,Coal,SG,UG,18.9507,79.4879,Pre-feasibility Report of Ravindrakhani 1A: http://environmentclearance.nic.in/writereaddata/Online/TOR/02_Oct_2018_13511066089OJB1DXPFR.pdf,Exact,
446,Telangana ,Peddapalli,GDK 5 OC,0,SCCL,Coal,SG,OC,18.7425,79.5577,Brief Summary of Godavarikhani coal mine (No.2&2A and No.5): http://environmentclearance.nic.in/writereaddata/Online/TOR/05_May_2019_114123650H6A5CJ3PAnnex-3.pdf,Exact,
447,Telangana ,Peddapalli,MEDIPALLI OC,1.084318,SCCL,Coal,SG,OC,18.7993,79.4652,"Google Maps: https://www.google.ca/maps/place/Medipally+Opencast+Mining+Project/@18.7911075,79.4673757,2826m/data=!3m1!1e3!4m13!1m7!3m6!1s0x3a32cebaac0a248d:0x236e01be8ff96d00!2sMedipalli,+Telangana+505208,+India!3b1!8m2!3d18.7843992!4d79.4802317!3m4!1s0x0:0x5b2b6246c6aef3af!8m2!3d18.7996521!4d79.4647658",Exact,
448,Telangana ,Peddapalli,MEDPL HW,0.165635,SCCL,Coal,SG,OC,18.60610194,79.38994198,"Google Maps: https://www.google.com/maps/place/Peddapalle(CT),+Telangana,+India/@18.5988622,79.3850396,3296m/data=!3m1!1e3!4m5!3m4!1s0x3a32d352a7ac1da3:0x8ef7e8c34edc4037!8m2!3d18.6151461!4d79.3826826",Approximate: Same area,
449,Telangana ,Peddapalli,RG OC-3,4.234619,SCCL,Coal,SG,OC,18.7111,79.5158,"Google Maps: https://www.google.ca/maps/place/Office+of+the+Manager,+Opencast+Project+-III,+RG-II+Area,SCCL/@18.709892,79.5141368,1414m/data=!3m1!1e3!4m5!3m4!1s0x3a32cfd32e5e9073:0x44d7a7ab6477c964!8m2!3d18.7110543!4d79.515831","Approximate: coordinates of the Office of the Manager, OC-III, RG-II Area",
450,Telangana ,Peddapalli,RG OC-III EXT PH-2,2.562118,SCCL,Coal,SG,OC,18.6976,79.5352,Pre-feasibility Report RG OC-III Expansion Mine: http://environmentclearance.nic.in/writereaddata/EC/02102019WEG9D2L9A15PFR.pdf,Exact,
451,Telangana ,Peddapalli,RG OC-2,2.368628,SCCL,Coal,SG,OC,18.6782,79.5406,"Google Maps: https://www.google.ca/maps/place/RG2+Singareni+Workshop/@18.6789891,79.5410769,17z/data=!4m12!1m6!3m5!1s0x3a32d044953c3c59:0xc41853268350d4ff!2sOCP-1+Mine+Stores+RG-III+Area!8m2!3d18.6700687!4d79.5309094!3m4!1s0x3a32d06ae3cd0ffd:0x80077d2e8f4872d1!8m2!3d18.6781853!4d79.5405462",Approximate: coordinates of building near RG-2 mine area,
452,Telangana ,Peddapalli,RG OC-I LEP,4.634942,SCCL,Coal,SG,OC,18.6683,79.5542,"Pre-feasibility Report, Ramagundam Opencast-I Coal Mine Project Expansion- Phase-II (RG OC-I Expansion Project): http://environmentclearance.nic.in/writereaddata/Online/TOR/26_May_2017_130847353BH6MURPSAnnexureVI-PFR.pdf",Exact,
453,Telangana ,Peddapalli,Vakilpalli Mine,0.14763,SCCL,Coal,SG,UG,18.4014,79.3321,Prefeasibility report http://environmentclearance.nic.in/writereaddata/Online/TOR/10_Apr_2018_163800633WTZYEWC4PRFVKPanx6.pdf,Exact,
454,Telangana ,Peddapalli,GDK 7 (LEP),0.198926,SCCL,Coal,SG,UG,18.4316,79.3842,Prefeasibility report http://environmentclearance.nic.in/writereaddata/Online/TOR/03_Jun_2017_162737360LWR0QS7HAnnexureVI-PFR.pdf,Exact,
455,Telangana ,Peddapalli,GDK 1&3 INC,0.214798,SCCL,Coal,SG,UG,18.0452,79.3025,Environmental clearance https://scclmines.com/env/docs/MARQUEE.pdf,Exact,
456,Telangana ,Peddapalli,GDK 2&2A INC,0.283656,SCCL,Coal,SG,UG,18.4221,79.3111,Brief Summary SCCL: http://environmentclearance.nic.in/writereaddata/Online/TOR/05_May_2019_114123650H6A5CJ3PAnnex-3.pdf,Exact,
457,Telangana ,Peddapalli,GDK 5 INC,0.018202,SCCL,Coal,SG,UG,18.4545,79.3546,Brief Summary SCCL: http://environmentclearance.nic.in/writereaddata/Online/TOR/05_May_2019_114123650H6A5CJ3PAnnex-3.pdf,Exact,
458,Telangana ,Peddapalli,GDK 11 INC,0.804029,SCCL,Coal,SG,UG,18.4161,79.3258,Environmental clearance https://scclmines.com/env/docs/ECS/200071.pdf,Exact,
459,Telangana ,Peddapalli,GDK 10 INC,0.019551,SCCL,Coal,SG,UG,18.3915,79.3345,Environmental Clearance https://scclmines.com/env/docs/ECS/200061.pdf,Exact,
